"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:1862px;width:480px;height:48px; background-color: #666666;\"></span>","#xr_xrc4 > div:nth-child(23) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"privacypolicy.htm\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,28)\"><span class=\"Normal_text xr_s8\"...</a>","#xr_xrc4 > div:nth-child(24) > div > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"privacypolicy.htm\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,28)\"><span class=\"Normal_text xr_s8\"...</a>","#xr_xrc4 > div:nth-child(24) > div > span > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:1525px;width:480px;height:338px; background-color: #CCCCCC;\"></span>","#xr_xrc4 > div:nth-child(26) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"http://www.nhs.uk/Services/GP/ReviewsAndRatings/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,28)\"><span class=\"Normal_text xr_s11...</a>","#xr_xrc4 > div:nth-child(29) > div > span > a:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.nhs.uk/Services/GP/ReviewsAndRatings/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,28)\"><span class=\"Normal_text xr_s11...</a>","#xr_xrc4 > div:nth-child(29) > div > span > a:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,28)\"><span class=\"Normal_text xr_s11...</a>","#xr_xrc4 > div:nth-child(29) > div > span > a:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,28)\"><span class=\"Normal_text xr_s11...</a>","#xr_xrc4 > div:nth-child(29) > div > span > a:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/61.png\" alt=\"\" title=\"\" style=\"left:20px;top:1549px;width:206px;height:41px;\">","#xr_xrc4 > div:nth-child(30) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/61.png\" alt=\"\" title=\"\" style=\"left:20px;top:1549px;width:206px;height:41px;\">","#xr_xrc4 > div:nth-child(30) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"http://www.cqc.org.uk/provider/1-199704828\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc4 > a:nth-child(31)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.cqc.org.uk/provider/1-199704828\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc4 > a:nth-child(31)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/62.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,28,event)\" style=\"left:244px;top:1550px;width:146px;height:102px;\">","#xr_xrc4 > a:nth-child(31) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/62.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,28,event)\" style=\"left:244px;top:1550px;width:146px;height:102px;\">","#xr_xrc4 > a:nth-child(31) > img"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<span class=\"xr_ar\" onmousemove=\"xr_mp(33,28)\" style=\"left:0px;top:0px;width:128px;height:30px;\"></span>","#xr_xrc4 > div:nth-child(32) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo28 > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseDown","Ensure the functionality provided by mousing down on this element is available through the keyboard; for instance, using the keydown event.","warning","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo28 > a"
"WCAG2AAA.Principle4.Guideline4_1.4_1_2.H91.A.EmptyNoId","Anchor element found with no link content and no name and/or ID attribute.","error","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo28 > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo28 > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(33)\">\n <span class=\"xr_ar\" style=\"le...</div>","#xr_xp33 > div:nth-child(1) > div"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:26px;width:472px;height:778px; background-color: #F2F2F2; border: 4px solid #666666;\"></span>","#xr_xp33 > div:nth-child(1) > div > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(33)\">\n <span class=\"xr_ar\" style=\"le...</div>","#xr_xp33 > div:nth-child(2) > div"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:4px;top:4px;width:120px;height:34px; background-color: #F2F2F2;\"></span>","#xr_xp33 > div:nth-child(2) > div > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_txt Normal_text xr_s10\" style=\"position: absolute; left: 27.019999999999996px; top: 6.91px; width: 73px; height: 13.09px;\" onmousemove=\"xr_mpc(33)\">\n  <span class=\"xr_tr Normal_te...</div>","#xr_xp33 > div:nth-child(3) > div"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(33)\">\n <a href=\"#\" onclick=\"return(x...</div>","#xr_xp33 > div:nth-child(4)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xp33 > div:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xp33 > div:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xp33 > div:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/15.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,33,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xp33 > div:nth-child(4) > a > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/15.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,33,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xp33 > div:nth-child(4) > a > img"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(33)\">\n<div class=\"xr_noreset \" style...</div>","#xr_xp33 > div:nth-child(5) > div"
"WCAG2AAA.Principle2.Guideline2_4.2_4_1.H64.1","Iframe element requires a non-empty title attribute that identifies the frame.","error","<iframe id=\"mainmenu480\" src=\"mainmenu/480/mainmenu.htm\" width=\"420\" height=\"722\" scrolling=\"no\" frameborder=\"0\" marginheight=\"0\" marginwidth=\"0\"></iframe>","#mainmenu480"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:0px;width:320px;height:2129px; background-color: #FFFFFF;\"></span>","#xr_mvp_5 > div:nth-child(1) > span"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H48","If this element contains a navigation section, it is recommended that it be marked up as a list.","warning","<div id=\"xr_xrc5\" class=\"xr_ap xr_xri_ xr_xrc\" style=\"width: 320px; height: 2129px; overflow:hidden;\">\n <span class=\"xr_ar\" style=\"le...</div>","#xr_xrc5"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:20px;top:123px;width:280px;height:430px; background-color: #E8F3D8;\"></span>","#xr_xrc5 > span:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:20px;top:123px;width:280px;height:107px; background-color: #8AC53A;\"></span>","#xr_xrc5 > span:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_ap\" src=\"index_htm_files/4126.jpg\" alt=\"\" title=\"\" style=\"left:160px;top:123px;width:140px;height:107px;\">","#xr_xrc5 > img:nth-child(5)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_ap\" src=\"index_htm_files/4126.jpg\" alt=\"\" title=\"\" style=\"left:160px;top:123px;width:140px;height:107px;\">","#xr_xrc5 > img:nth-child(5)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:20px;top:1249px;width:280px;height:200px; background-color: #FDEAD2;\"></span>","#xr_xrc5 > span:nth-child(8)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_1.H64.1","Iframe element requires a non-empty title attribute that identifies the frame.","error","<iframe id=\"news320\" src=\"assets/latestnewsticker.htm\" width=\"250\" height=\"170\" scrolling=\"no\" frameborder=\"0\" marginheight=\"0\" marginwidth=\"0\"></iframe>","#news320"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"appointments.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc5 > a:nth-child(10)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5129.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:610px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(10) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5129.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:610px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(10) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5129.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:610px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(10) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5137.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:610px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(10) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5137.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:610px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(10) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5137.png\" alt=\"Appointments\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:610px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(10) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"openinghours.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc5 > a:nth-child(11)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5130.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:684px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(11) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5130.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:684px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(11) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5130.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:684px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(11) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5138.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:684px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(11) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5138.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:684px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(11) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5138.png\" alt=\"Opening Hours\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:684px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(11) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"urgentcare.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc5 > a:nth-child(12)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5131.png\" alt=\"Out of Hours Care\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:758px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(12) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5131.png\" alt=\"Out of Hours Care\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:758px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(12) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5131.png\" alt=\"Out of Hours Care\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:758px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(12) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5139.png\" alt=\"Out of Hours Care\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:758px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(12) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5139.png\" alt=\"Out of Hours Care\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:758px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(12) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5139.png\" alt=\"Out of Hours Care\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:758px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(12) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"repeatprescriptions.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc5 > a:nth-child(13)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5132.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:832px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(13) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5132.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:832px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(13) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5132.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:832px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(13) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5140.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:832px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(13) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5140.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:832px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(13) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5140.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:832px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(13) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"clinics.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc5 > a:nth-child(14)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5133.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:906px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(14) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5133.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:906px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(14) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5133.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,37,event)\" style=\"left:19px;top:906px;width:281px;height:62px;\">","#xr_xrc5 > a:nth-child(14) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5141.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:906px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(14) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5141.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,37)\" style=\"left:19px;top:906px;width:282px;height:62px;\">","#xr_xrc5 > a:nth-child(14) > img:nth-child(2)"
