"code","message","type","context","selector"
"WCAG2AAA.Principle2.Guideline2_4.2_4_2.H25.2","Check that the title element describes the document.","notice","<title>Sheringham Medical Practice - H...</title>","html > head > title"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 7:1.","warning","<div id=\"loadingbar\">Loading...</div>","#loadingbar"
"WCAG2AAA.Principle3.Guideline3_3.3_3_1.G83,G84,G85","If an input error is automatically detected in this form, check that the item(s) in error are identified and the error(s) are described to the user in text.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_2.G131,G89,G184,H90","Check that descriptive labels or instructions (including for required fields) are provided for user input in this form.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_3.G177","Check that this form provides suggested corrections to errors in user input, unless it would jeopardize the security or purpose of the content.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_5.G71,G184,G193","Check that context-sensitive help is available for this form, at a Web-page and/or control level.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_6.G98,G99,G155,G164,G168.AllForms","Check that submissions to this form are either reversible, checked for input errors, and/or confirmed by the user.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<p>This site uses cookies to store...</p>","#cookieLawBox > form > p"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"hidden\" name=\"cookieAllowed\" value=\"yes\">","#cookieLawBox > form > p > input:nth-child(1)"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"submit\" value=\"Allow Cookies\">","#cookieLawBox > form > p > input:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a href=\"index.php?disclaimer=1#cookies\">Read More</a>","#cookieLawBox > form > p > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"index.php?disclaimer=1#cookies\">Read More</a>","#cookieLawBox > form > p > a"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><span style=\"font-size: 16pt;\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><span style=\"font-size: 16pt;\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #ff0000;\"><span style=\"font-size: 16pt;\">...</span>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #ff0000;\"><span style=\"font-size: 16pt;\">...</span>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial black,avant garde; color: #030e77;\"><span style=\"font-family: arial...</span>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial,helvetica,sans-serif; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"font-size: x-large...</span>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-size: large; font-family: arial black,avant garde; color: #030e77;\"><span style=\"font-family: arial...</span>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial,helvetica,sans-serif; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"font-size: x-large...</span>","#content > span:nth-child(4) > span > span > div:nth-child(7) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-size: large; font-family: arial black,avant garde; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><font size=\"3\" color=\"#000000\">...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><span style=\"font-size: 16pt;\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><span style=\"font-size: 16pt;\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #ff0000;\"><span style=\"font-size: 16pt;\">...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #ff0000;\"><span style=\"font-size: 16pt;\">...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial black,avant garde; color: #030e77;\"><span style=\"font-family: arial...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial,helvetica,sans-serif; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"font-size: x-large...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-size: large; font-family: arial black,avant garde; color: #030e77;\"><span style=\"font-family: arial...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial,helvetica,sans-serif; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"font-size: x-large...</span>","#content > span:nth-child(4) > span > span > div:nth-child(8) > span > span > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-size: large; font-family: arial black,avant garde; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><font size=\"3\" color=\"#000000\">...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><font size=\"3\" color=\"#000000\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.Font","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<font size=\"3\" color=\"#000000\"><span style=\"font-size: 16pt;\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<font size=\"3\" color=\"#000000\"><span style=\"font-size: 16pt;\">...</font>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #ff0000;\"><span style=\"font-size: 16pt;\">...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #ff0000;\"><span style=\"font-size: 16pt;\">...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial black,avant garde; color: #030e77;\"><span style=\"font-family: arial...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial,helvetica,sans-serif; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"font-size: x-large...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-size: large; font-family: arial black,avant garde; color: #030e77;\"><span style=\"font-family: arial...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial,helvetica,sans-serif; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"font-size: x-large...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img src=\"../userfiles/image/Choose_Right_-_North_for_websites_NCCG_logo.jpg\" alt=\"\" width=\"564\" height=\"365\">","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img src=\"../userfiles/image/Choose_Right_-_North_for_websites_NCCG_logo.jpg\" alt=\"\" width=\"564\" height=\"365\">","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(1) > span > font > font > font > font > font > font > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > span > img"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial,helvetica,sans-serif; color: #030e77;\"><span style=\"color: #030e77;\"><...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"color: #030e77;\"><span style=\"font-size: x-large...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2) > span"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.northnorfolkccg.nhs....\">http://www.northnorfolkccg.nhs.uk/selfcare</a>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2) > span > span > p:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.northnorfolkccg.nhs....\">http://www.northnorfolkccg.nhs.uk/news/please-don’t-ask-your-doctor-everyday-medicines</a>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2) > span > span > p:nth-child(7) > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://www.nhs.uk/pages/home.a...\">https://www.nhs.uk/pages/home.aspx</a>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2) > span > span > p:nth-child(11) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.mjog.com/products/mj...\">http://www.mjog.com/products/mjog-smart/for-patients/</a>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2) > span > span > p:nth-child(24) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"../userfiles/image/poster.pdf\">Please click on this hyperlink ...</a>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2) > span > span > p:nth-child(27) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://drive.google.com/file/d...\">https://drive.google.com/file/d/0BzZzROJK8AS1NlBEemdtZm5GdFU/view?usp=sharing</a>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2) > span > span > p:nth-child(32) > span > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-family: arial black,avant garde; color: #030e77; font-size: large;\"><span style=\"font-family: arial...</span>","#content > span:nth-child(4) > span > span > div:nth-child(9) > span > span:nth-child(2) > span > span > p:nth-child(35) > span:nth-child(1)"
